Comp1,Comp2,Comp3,cluster
0.9977336242415363,-0.0037739666114832053,0.041884874842344336,0
0.9960761350704859,-0.017810275021409964,0.026643983418548307,0
0.971046769227398,0.0027114215851845695,-0.010097417816461403,0
0.9388622669488274,0.02714898504171402,0.0009643636863639234,0
0.9659852910556225,-0.030011744420559806,-0.011003583869694385,0
1.0325585702547804,0.014094390301246963,-0.056686125511688036,0
0.9879398622550938,0.07017201333840922,-0.0022386548697459967,0
1.0132697847235477,0.0403034684094003,-0.016951214216752167,0
0.9606398960386737,0.0056238176268519,0.0069202765894464035,0
0.9968565176528543,0.060532021394072856,-0.0453894243632297,0
0.9682129415940793,0.03209984139678046,0.023898482090260808,0
0.9892771148853854,0.09570403663617721,-0.00660209170565911,0
0.9948010416723786,0.09705192101205701,-0.01792989853768673,0
0.99659444158928,0.1300158848781376,0.003971258607329805,0
0.9998583334478377,0.08507932620788479,0.03960272445089768,0
1.034033677844427,0.13311552876510857,0.0025335717406997256,0
0.9813937502332384,0.08674819181704865,-0.027488568345375858,0
1.0132682941470077,0.12856304124009127,0.0008780587458218208,0
0.9897094208812719,0.10201147197085118,-0.00851457207641727,0
0.9972748644072029,0.11563451979694822,-0.03330261299364621,0
1.002426427116759,0.1515783619356207,0.006919866185050333,0
1.018453653253104,0.14519763252021228,0.018641240181629368,0
0.9985282770424965,0.11699061604549782,0.0137722486179312,0
0.9953814064074085,0.16347884829773426,0.03446527053981131,0
0.9957888906851156,0.17424429219162285,0.01584847230362919,0
0.9821160574253617,0.13842241898494198,-0.009742510026918694,0
0.9940126136865914,0.14691381938836912,-0.0169608486495353,0
0.9985655670281439,0.16412896194674406,-0.04274032108716296,0
1.0118837959281413,0.14858903465183093,0.005450249860592262,0
1.0167095849154397,0.1676456200368253,0.008397252332237985,0
0.97050819713017,0.171055334601431,-0.004953297514688198,0
0.9897045972439416,0.17288558777377605,-0.024959638285924686,0
0.9392139549666539,0.2094233249415263,-0.05917804423442422,0
0.9621519527190446,0.1968282616635254,-0.005055600022030819,0
1.0003975256674895,0.2239534058753954,-0.0078562877738793,0
0.9816070258318838,0.24890146296312962,-0.018478088995153148,0
0.9998659184335458,0.23991467346818046,0.008599017005783539,0
0.9714432653831936,0.19307347436367966,-0.016531376802892222,0
0.9768411628030916,0.24614139756170436,0.023162372067062353,0
0.9683035413380611,0.259893693283206,0.014509878468117007,0
0.954277563642616,0.25647952611989777,-0.013385422511849949,0
0.9479318831767929,0.2806868932190214,-0.03168207999390542,0
0.9502873377030033,0.25625544557718377,0.002793780804290383,0
0.9442385659375655,0.2664751444336156,-0.012517870062294038,0
0.9316957962634989,0.2996750163565294,0.0040542416836452325,0
0.9799034487889526,0.29174680645825246,-0.01964922768035431,0
0.9493897176939619,0.2826216520347512,0.000769411044095066,0
0.9659730204315432,0.29612043849374775,-0.019689841514154375,0
0.973124113095625,0.33775957855372135,-0.012153213297474366,0
0.9580477390425313,0.32313161082620423,0.015578671268348767,0
0.9506361059741423,0.31794445718052294,0.00013250991099762236,0
0.9402168710574831,0.32098212109838115,-0.01126458488929233,0
0.98704358793594,0.32803301072158364,0.013844436324716889,0
0.9757071074596737,0.32146986484790496,-0.029553716181969523,0
0.9255013201188077,0.33273916950681176,0.005225458941853297,0
0.9449017815044279,0.32690688335757145,0.033903292386992905,0
0.9190275262370251,0.3937063330984971,-0.023822291535133468,0
0.9463562420358123,0.34502614645472496,0.024301179794874263,0
0.9132936853473804,0.32837739808845495,0.02909877032772401,0
0.9175911228161305,0.36726194164040016,-0.011598138920237078,0
0.9400194783806256,0.37405331414875564,-0.010990448611411597,0
0.8960197328081121,0.36408095022396736,0.012526364313017237,0
0.8951896519373851,0.3788238819645266,-0.020605604393358738,0
0.9284868356912637,0.3922063274917947,-0.012112289617497957,0
0.9349271224383406,0.37629872490133404,0.01772567312319424,0
0.9074767160976148,0.37913367656234254,-0.0019460178068044871,0
0.9098659227843384,0.41213651853761096,-0.011247944215650953,0
0.8953345500194334,0.41352025051329144,-0.004406828491653377,0
0.8946967868041087,0.4043559725272651,-0.003649374809853128,0
0.9365580559910689,0.4551472562983976,-0.03673066584014586,0
0.9278589932957055,0.42247277066915534,0.0014906856196859129,0
0.9021386916779196,0.46428508517571765,-0.03524898848889631,0
0.8822157842843502,0.4434283723644857,-0.0123826192185931,0
0.8727753241782862,0.4522673117810555,-0.005556217692277117,0
0.8902301036936778,0.4606372215953175,-0.005194992651335851,0
0.8627906731448145,0.4818030436933622,-0.03805168115744259,0
0.9056618605561648,0.46418850998610456,0.022334626949027082,0
0.8928446077118704,0.4702019674089219,-0.03508780460171193,0
0.8670760966445215,0.4626909729236839,-0.03647050880816704,0
0.8863927109774374,0.47573787523327266,-0.002221615459077861,0
0.8848553895276534,0.5412602267498787,0.0025897112965775288,0
0.8878310206551995,0.48441446803157623,-0.041055325282672625,0
0.8986853773062873,0.505075925708337,0.014654268048122055,0
0.8813645770711829,0.5054227455753307,0.0063709746311201325,0
0.8364509940750491,0.4782881669047804,0.019904059948611365,0
0.8891928429120232,0.5073531066737182,-0.022492421446600033,0
0.8541747560803981,0.5227617800319703,0.015514486434834072,0
0.8370972500997345,0.5209898085598389,-0.006321299666021697,0
0.8486993636902577,0.5171549797606917,0.02872248299160995,0
0.8441142384152645,0.5381260866172017,-0.030685635857778743,0
0.8361188164656694,0.527769518654361,-0.007153482716000541,0
0.8273695330854303,0.5410539005242713,0.040594463135090714,0
0.867269374771889,0.5495523680205986,0.008197811732245335,0
0.8111067020027056,0.543079551408672,-0.026566560911856846,0
0.8236302731087763,0.5742023618728725,-0.029348739024005963,0
0.8573178964252156,0.5928182029110608,0.031206421398874563,0
0.8076171664153543,0.5516231784979762,0.010578086821662938,0
0.8139987660344277,0.5616080827804733,-0.01278729255771997,0
0.8358981035910025,0.5972236619529688,0.002700043831353642,0
0.822488147701864,0.5935324081016982,0.007142420497823566,0
0.8342578963005518,0.601144369314534,-0.023392472876477638,0
0.8107978633593771,0.5703921057051948,0.02326575040584355,0
0.8069772680290858,0.5898427638558685,0.05690052988005222,0
0.7802817809670844,0.6076457688997078,0.016464479016298345,0
0.7786826320725893,0.5450569408808617,0.008972815274208396,0
0.7966170512422929,0.6315268865041355,0.011367057184834646,0
0.7688016812823537,0.6695388554681552,0.0016838360691591734,0
0.8022166325581347,0.6197139772299339,0.024788398973679564,0
0.7746399135163571,0.6188782037693541,0.022582972793696456,0
0.789165033741941,0.6216799587250604,-0.008214220069705614,0
0.77956412295971,0.6337513014794298,-0.0056320108692384865,0
0.789786854993854,0.605349232713625,0.016302886802866998,0
0.7450144274252534,0.634841770741424,-0.008840905408244025,0
0.7772542509102998,0.6842951926392971,-0.03825760037811348,0
0.7532757952527485,0.634602470560267,0.05109733189045528,0
0.7629322210951293,0.6878869068492166,-0.04250131814971833,0
0.6895932738232974,0.6527815982674223,-0.014128260189984025,0
0.7523470106056478,0.6467286985580036,-0.012567765108425444,0
0.7473274627986989,0.692969680205899,0.011126683921407352,0
0.738286780382463,0.6656404821143265,0.0065799395866535425,0
0.7366591917491191,0.6499223120253281,0.02532062394632884,0
0.7104952808231358,0.6646832289447956,-0.008801159157942225,0
0.7336280068672297,0.6861658465158491,0.020372039863126266,0
0.7403909759077295,0.6976869800850125,0.0020782032531609395,0
0.7265847795957522,0.7398201462123326,-0.01881743327004362,0
0.7428632921011407,0.6962229632535526,-0.0037524404558501065,0
0.6990732952945411,0.7100302058135348,-0.009555338596982536,0
0.6918472036647161,0.7538586092525992,0.010128420535552103,0
0.6692561479465581,0.7220898761010177,0.025807284898693997,0
0.6769997622370538,0.6915489054578818,-0.0036678812137966076,0
0.6915712014218495,0.7038683872838903,-0.003611346978470201,0
0.6914587950920666,0.7307268254497048,0.0031051097691192435,0
0.6815593578455992,0.7012567081256909,-0.00912104387024668,0
0.6784477278452222,0.7739286959611971,0.010266294458382485,0
0.6379231398936762,0.7566568252391616,-0.020255506134778684,0
0.6853965775319425,0.802915325921784,-0.04656280755036009,0
0.6827583057710895,0.7679604912503007,0.017220281737661457,0
0.6463876578154489,0.7560502215430361,0.013984548894883176,0
0.6336719881457803,0.7580812848823839,-0.033742382493055716,0
0.6353366017391724,0.7752737745112876,-0.021829446251952947,0
0.5805978210274849,0.7832456761414992,-0.012765686774485741,0
0.6398017586663735,0.7567311375091108,-0.013957565085880003,0
0.6124857323048352,0.7525717926304163,-0.009748513411738564,0
0.625555649150892,0.7614965709140994,-0.00046545391995273606,0
0.5934877333225205,0.7743704660347085,-0.023780136428560552,0
0.5867671411551141,0.781805364114146,0.003948307000887307,0
